order_id,day,hour,item_name,category,price,tip_percent
469,czwartek,13,Żywiec 0.5L,piwo,8,10
470,czwartek,13,Pizza Margherita,danie_główne,28,14
471,czwartek,13,Wrap z kurczakiem,danie_główne,18,11
471,czwartek,13,Cola 0.33L,zimny_napój,7,11
472,czwartek,13,Sałatka Caesar,danie_główne,22,12
472,czwartek,13,Kawa espresso,gorący_napój,6,12
473,czwartek,13,Wrap z kurczakiem,danie_główne,18,10
473,czwartek,13,Żywiec 0.5L,piwo,8,10
474,czwartek,13,Pizza Margherita,danie_główne,28,10
474,czwartek,13,Heineken 0.33L,piwo,10,10
475,czwartek,13,Burger Classic,danie_główne,24,9
475,czwartek,13,Craft IPA 0.33L,piwo,14,9
476,czwartek,13,Pizza Margherita,danie_główne,28,13
476,czwartek,13,Cola 0.33L,zimny_napój,7,13
476,czwartek,13,Heineken 0.33L,piwo,10,13
476,czwartek,13,Cola 0.33L,zimny_napój,7,13
476,czwartek,13,Cola 0.33L,zimny_napój,7,13
477,czwartek,13,Sałatka Caesar,danie_główne,22,5
477,czwartek,13,Kawa espresso,gorący_napój,6,5
478,czwartek,14,Wrap z kurczakiem,danie_główne,18,4
479,czwartek,14,Burger Classic,danie_główne,24,11
479,czwartek,14,Sok pomarańczowy,zimny_napój,8,11
480,czwartek,14,Risotto,danie_główne,32,6
480,czwartek,14,Cola 0.33L,zimny_napój,7,6
480,czwartek,14,Pizza Margherita,danie_główne,28,6
480,czwartek,14,Kotlet schabowy,danie_główne,30,6
481,czwartek,14,Burger Classic,danie_główne,24,6
482,czwartek,14,Pizza Margherita,danie_główne,28,6
482,czwartek,14,Sok pomarańczowy,zimny_napój,8,6
482,czwartek,14,Cola 0.33L,zimny_napój,7,6
482,czwartek,14,Cola 0.33L,zimny_napój,7,6
483,czwartek,14,Wrap z kurczakiem,danie_główne,18,4
483,czwartek,14,Sok pomarańczowy,zimny_napój,8,4
484,czwartek,14,Zupa dnia,danie_główne,16,1
484,czwartek,14,Woda mineralna,zimny_napój,5,1
485,czwartek,14,Kotlet schabowy,danie_główne,30,5
485,czwartek,14,Żywiec 0.5L,piwo,8,5
486,czwartek,14,Pizza Margherita,danie_główne,28,11
486,czwartek,14,Woda mineralna,zimny_napój,5,11
487,czwartek,14,Sałatka Caesar,danie_główne,22,6
487,czwartek,14,Heineken 0.33L,piwo,10,6
488,czwartek,14,Quesadilla,danie_główne,20,0
488,czwartek,14,Kawa espresso,gorący_napój,6,0
489,czwartek,14,Zupa dnia,danie_główne,16,13
489,czwartek,14,Sok pomarańczowy,zimny_napój,8,13
490,czwartek,14,Burger Classic,danie_główne,24,12
490,czwartek,14,Zupa dnia,danie_główne,16,12
490,czwartek,14,Heineken 0.33L,piwo,10,12
491,czwartek,14,Burger Classic,danie_główne,24,7
492,czwartek,14,Kotlet schabowy,danie_główne,30,8
492,czwartek,14,Cola 0.33L,zimny_napój,7,8
493,czwartek,14,Kotlet schabowy,danie_główne,30,8
493,czwartek,14,Żywiec 0.5L,piwo,8,8
493,czwartek,14,Pizza Margherita,danie_główne,28,8
494,czwartek,14,Zupa dnia,danie_główne,16,6
494,czwartek,14,Żywiec 0.5L,piwo,8,6
494,czwartek,14,Craft IPA 0.33L,piwo,14,6
494,czwartek,14,Sałatka Caesar,danie_główne,22,6
495,czwartek,14,Burger Classic,danie_główne,24,4
495,czwartek,14,Woda mineralna,zimny_napój,5,4
495,czwartek,14,Woda mineralna,zimny_napój,5,4
496,czwartek,14,Pizza Margherita,danie_główne,28,9
496,czwartek,14,Żywiec 0.5L,piwo,8,9
497,czwartek,14,Burger Classic,danie_główne,24,15
497,czwartek,14,Craft IPA 0.33L,piwo,14,15
498,czwartek,14,Burger Classic,danie_główne,24,10
498,czwartek,14,Heineken 0.33L,piwo,10,10
499,czwartek,14,Quesadilla,danie_główne,20,10
499,czwartek,14,Risotto,danie_główne,32,10
499,czwartek,14,Spaghetti Carbonara,danie_główne,26,10
499,czwartek,14,Cola 0.33L,zimny_napój,7,10
500,czwartek,14,Quesadilla,danie_główne,20,6
500,czwartek,14,Spaghetti Carbonara,danie_główne,26,6
501,czwartek,14,Wrap z kurczakiem,danie_główne,18,6
501,czwartek,14,Craft IPA 0.33L,piwo,14,6
502,czwartek,15,Sałatka Caesar,danie_główne,22,5
502,czwartek,15,Kawa espresso,gorący_napój,6,5
502,czwartek,15,Żywiec 0.5L,piwo,8,5
502,czwartek,15,Kawa espresso,gorący_napój,6,5
503,czwartek,15,Ryba z grilla,danie_główne,35,9
503,czwartek,15,Cola 0.33L,zimny_napój,7,9
504,czwartek,15,Spaghetti Carbonara,danie_główne,26,7
504,czwartek,15,Sok pomarańczowy,zimny_napój,8,7
504,czwartek,15,Cola 0.33L,zimny_napój,7,7
505,czwartek,15,Pizza Margherita,danie_główne,28,11
505,czwartek,15,Żywiec 0.5L,piwo,8,11
506,czwartek,15,Burger Classic,danie_główne,24,8
506,czwartek,15,Heineken 0.33L,piwo,10,8
507,czwartek,15,Sałatka Caesar,danie_główne,22,9
507,czwartek,15,Woda mineralna,zimny_napój,5,9
507,czwartek,15,Heineken 0.33L,piwo,10,9
508,czwartek,15,Zupa dnia,danie_główne,16,9
508,czwartek,15,Cola 0.33L,zimny_napój,7,9
509,czwartek,15,Pizza Margherita,danie_główne,28,11
509,czwartek,15,Ryba z grilla,danie_główne,35,11
509,czwartek,15,Zupa dnia,danie_główne,16,11
509,czwartek,15,Burger Classic,danie_główne,24,11
509,czwartek,15,Cola 0.33L,zimny_napój,7,11
510,czwartek,15,Pizza Margherita,danie_główne,28,6
511,czwartek,15,Wrap z kurczakiem,danie_główne,18,8
511,czwartek,15,Herbata,gorący_napój,5,8
512,czwartek,16,Zupa dnia,danie_główne,16,6
512,czwartek,16,Cola 0.33L,zimny_napój,7,6
513,czwartek,16,Wrap z kurczakiem,danie_główne,18,5
513,czwartek,16,Woda mineralna,zimny_napój,5,5
514,czwartek,16,Spaghetti Carbonara,danie_główne,26,9
514,czwartek,16,Woda mineralna,zimny_napój,5,9
514,czwartek,16,Cola 0.33L,zimny_napój,7,9
515,czwartek,16,Risotto,danie_główne,32,8
515,czwartek,16,Żywiec 0.5L,piwo,8,8
516,czwartek,16,Ryba z grilla,danie_główne,35,10
516,czwartek,16,Żywiec 0.5L,piwo,8,10
517,czwartek,17,Wrap z kurczakiem,danie_główne,18,8
518,czwartek,17,Ryba z grilla,danie_główne,35,6
518,czwartek,17,Herbata,gorący_napój,5,6
518,czwartek,17,Żywiec 0.5L,piwo,8,6
519,czwartek,17,Zupa dnia,danie_główne,16,10
520,czwartek,17,Zupa dnia,danie_główne,16,7
520,czwartek,17,Żywiec 0.5L,piwo,8,7
521,czwartek,17,Burger Classic,danie_główne,24,8
521,czwartek,17,Craft IPA 0.33L,piwo,14,8
522,czwartek,17,Quesadilla,danie_główne,20,9
522,czwartek,17,Sok pomarańczowy,zimny_napój,8,9
523,czwartek,17,Sałatka Caesar,danie_główne,22,7
523,czwartek,17,Cola 0.33L,zimny_napój,7,7
524,czwartek,17,Pizza Margherita,danie_główne,28,10
525,czwartek,17,Spaghetti Carbonara,danie_główne,26,5
525,czwartek,17,Craft IPA 0.33L,piwo,14,5
526,czwartek,17,Pizza Margherita,danie_główne,28,10
526,czwartek,17,Kawa espresso,gorący_napój,6,10
527,czwartek,17,Sałatka Caesar,danie_główne,22,9
527,czwartek,17,Woda mineralna,zimny_napój,5,9
527,czwartek,17,Heineken 0.33L,piwo,10,9
528,czwartek,17,Spaghetti Carbonara,danie_główne,26,10
528,czwartek,17,Sok pomarańczowy,zimny_napój,8,10
529,czwartek,17,Pizza Margherita,danie_główne,28,6
529,czwartek,17,Żywiec 0.5L,piwo,8,6
530,czwartek,17,Pizza Margherita,danie_główne,28,11
530,czwartek,17,Woda mineralna,zimny_napój,5,11
530,czwartek,17,Sok pomarańczowy,zimny_napój,8,11
530,czwartek,17,Quesadilla,danie_główne,20,11
531,czwartek,17,Pizza Margherita,danie_główne,28,9
531,czwartek,17,Heineken 0.33L,piwo,10,9
532,czwartek,17,Burger Classic,danie_główne,24,8
532,czwartek,17,Heineken 0.33L,piwo,10,8
533,czwartek,17,Sałatka Caesar,danie_główne,22,4
533,czwartek,17,Żywiec 0.5L,piwo,8,4
534,czwartek,17,Sałatka Caesar,danie_główne,22,8
534,czwartek,17,Craft IPA 0.33L,piwo,14,8
535,czwartek,17,Pizza Margherita,danie_główne,28,5
535,czwartek,17,Craft IPA 0.33L,piwo,14,5
536,czwartek,17,Zupa dnia,danie_główne,16,11
536,czwartek,17,Żywiec 0.5L,piwo,8,11
536,czwartek,17,Heineken 0.33L,piwo,10,11
536,czwartek,17,Herbata,gorący_napój,5,11
536,czwartek,17,Cola 0.33L,zimny_napój,7,11
537,czwartek,18,Pizza Margherita,danie_główne,28,9
537,czwartek,18,Cola 0.33L,zimny_napój,7,9
538,czwartek,18,Quesadilla,danie_główne,20,11
538,czwartek,18,Heineken 0.33L,piwo,10,11
539,czwartek,18,Kotlet schabowy,danie_główne,30,9
539,czwartek,18,Żywiec 0.5L,piwo,8,9
539,czwartek,18,Burger Classic,danie_główne,24,9
540,czwartek,18,Spaghetti Carbonara,danie_główne,26,7
541,czwartek,18,Kotlet schabowy,danie_główne,30,7
541,czwartek,18,Kawa espresso,gorący_napój,6,7
542,czwartek,18,Kotlet schabowy,danie_główne,30,7
543,czwartek,18,Zupa dnia,danie_główne,16,7
543,czwartek,18,Cola 0.33L,zimny_napój,7,7
544,czwartek,18,Spaghetti Carbonara,danie_główne,26,2
545,czwartek,18,Sałatka Caesar,danie_główne,22,6
545,czwartek,18,Heineken 0.33L,piwo,10,6
546,czwartek,18,Kotlet schabowy,danie_główne,30,11
546,czwartek,18,Heineken 0.33L,piwo,10,11
547,czwartek,18,Ryba z grilla,danie_główne,35,7
547,czwartek,18,Żywiec 0.5L,piwo,8,7
548,czwartek,18,Quesadilla,danie_główne,20,8
548,czwartek,18,Kawa espresso,gorący_napój,6,8
549,czwartek,18,Wrap z kurczakiem,danie_główne,18,11
549,czwartek,18,Heineken 0.33L,piwo,10,11
550,czwartek,18,Wrap z kurczakiem,danie_główne,18,6
550,czwartek,18,Heineken 0.33L,piwo,10,6
550,czwartek,18,Sok pomarańczowy,zimny_napój,8,6
551,czwartek,18,Pizza Margherita,danie_główne,28,11
551,czwartek,18,Heineken 0.33L,piwo,10,11
552,czwartek,18,Wrap z kurczakiem,danie_główne,18,8
552,czwartek,18,Heineken 0.33L,piwo,10,8
553,czwartek,18,Kotlet schabowy,danie_główne,30,8
553,czwartek,18,Risotto,danie_główne,32,8
553,czwartek,18,Kotlet schabowy,danie_główne,30,8
554,czwartek,18,Ryba z grilla,danie_główne,35,7
554,czwartek,18,Żywiec 0.5L,piwo,8,7
555,czwartek,18,Burger Classic,danie_główne,24,3
556,czwartek,18,Quesadilla,danie_główne,20,4
556,czwartek,18,Woda mineralna,zimny_napój,5,4
557,czwartek,18,Pizza Margherita,danie_główne,28,5
557,czwartek,18,Sok pomarańczowy,zimny_napój,8,5
558,czwartek,18,Quesadilla,danie_główne,20,12
558,czwartek,18,Kawa espresso,gorący_napój,6,12
558,czwartek,18,Kawa espresso,gorący_napój,6,12
559,czwartek,18,Spaghetti Carbonara,danie_główne,26,1
559,czwartek,18,Żywiec 0.5L,piwo,8,1
560,czwartek,18,Pizza Margherita,danie_główne,28,8
560,czwartek,18,Żywiec 0.5L,piwo,8,8
561,czwartek,18,Zupa dnia,danie_główne,16,3
561,czwartek,18,Żywiec 0.5L,piwo,8,3
562,czwartek,18,Pizza Margherita,danie_główne,28,10
562,czwartek,18,Cola 0.33L,zimny_napój,7,10
563,czwartek,18,Risotto,danie_główne,32,6
563,czwartek,18,Cola 0.33L,zimny_napój,7,6
563,czwartek,18,Sałatka Caesar,danie_główne,22,6
564,czwartek,18,Zupa dnia,danie_główne,16,6
565,czwartek,18,Spaghetti Carbonara,danie_główne,26,6
565,czwartek,18,Woda mineralna,zimny_napój,5,6
566,czwartek,18,Sałatka Caesar,danie_główne,22,7
566,czwartek,18,Heineken 0.33L,piwo,10,7
567,czwartek,18,Wrap z kurczakiem,danie_główne,18,4
567,czwartek,18,Sok pomarańczowy,zimny_napój,8,4
567,czwartek,18,Woda mineralna,zimny_napój,5,4
568,czwartek,18,Ryba z grilla,danie_główne,35,9
568,czwartek,18,Sok pomarańczowy,zimny_napój,8,9
569,czwartek,18,Pizza Margherita,danie_główne,28,2
569,czwartek,18,Craft IPA 0.33L,piwo,14,2
570,czwartek,18,Zupa dnia,danie_główne,16,12
570,czwartek,18,Spaghetti Carbonara,danie_główne,26,12
570,czwartek,18,Sałatka Caesar,danie_główne,22,12
571,czwartek,18,Zupa dnia,danie_główne,16,9
571,czwartek,18,Woda mineralna,zimny_napój,5,9
572,czwartek,18,Zupa dnia,danie_główne,16,10
572,czwartek,18,Craft IPA 0.33L,piwo,14,10
572,czwartek,18,Wrap z kurczakiem,danie_główne,18,10
572,czwartek,18,Kotlet schabowy,danie_główne,30,10
573,czwartek,18,Kotlet schabowy,danie_główne,30,7
573,czwartek,18,Craft IPA 0.33L,piwo,14,7
573,czwartek,18,Heineken 0.33L,piwo,10,7
574,czwartek,18,Quesadilla,danie_główne,20,11
575,czwartek,18,Sałatka Caesar,danie_główne,22,10
576,czwartek,18,Burger Classic,danie_główne,24,10
576,czwartek,18,Sok pomarańczowy,zimny_napój,8,10
576,czwartek,18,Craft IPA 0.33L,piwo,14,10
577,czwartek,18,Spaghetti Carbonara,danie_główne,26,9
577,czwartek,18,Kawa espresso,gorący_napój,6,9
578,czwartek,18,Quesadilla,danie_główne,20,11
578,czwartek,18,Herbata,gorący_napój,5,11
579,czwartek,18,Burger Classic,danie_główne,24,4
579,czwartek,18,Craft IPA 0.33L,piwo,14,4
580,czwartek,19,Kotlet schabowy,danie_główne,30,8
580,czwartek,19,Herbata,gorący_napój,5,8
581,czwartek,19,Wrap z kurczakiem,danie_główne,18,11
581,czwartek,19,Herbata,gorący_napój,5,11
582,czwartek,19,Spaghetti Carbonara,danie_główne,26,7
582,czwartek,19,Craft IPA 0.33L,piwo,14,7
582,czwartek,19,Heineken 0.33L,piwo,10,7
583,czwartek,19,Burger Classic,danie_główne,24,7
583,czwartek,19,Heineken 0.33L,piwo,10,7
583,czwartek,19,Woda mineralna,zimny_napój,5,7
584,czwartek,19,Quesadilla,danie_główne,20,10
584,czwartek,19,Cola 0.33L,zimny_napój,7,10
584,czwartek,19,Cola 0.33L,zimny_napój,7,10
585,czwartek,19,Pizza Margherita,danie_główne,28,8
585,czwartek,19,Żywiec 0.5L,piwo,8,8
585,czwartek,19,Risotto,danie_główne,32,8
586,czwartek,19,Burger Classic,danie_główne,24,8
586,czwartek,19,Kawa espresso,gorący_napój,6,8
587,czwartek,19,Pizza Margherita,danie_główne,28,3
587,czwartek,19,Żywiec 0.5L,piwo,8,3
587,czwartek,19,Cola 0.33L,zimny_napój,7,3
588,czwartek,19,Zupa dnia,danie_główne,16,9
588,czwartek,19,Kawa espresso,gorący_napój,6,9
589,czwartek,19,Ryba z grilla,danie_główne,35,7
589,czwartek,19,Żywiec 0.5L,piwo,8,7
589,czwartek,19,Sok pomarańczowy,zimny_napój,8,7
589,czwartek,19,Herbata,gorący_napój,5,7
590,czwartek,19,Wrap z kurczakiem,danie_główne,18,6
591,czwartek,19,Pizza Margherita,danie_główne,28,3
591,czwartek,19,Craft IPA 0.33L,piwo,14,3
592,czwartek,19,Burger Classic,danie_główne,24,10
592,czwartek,19,Cola 0.33L,zimny_napój,7,10
593,czwartek,19,Zupa dnia,danie_główne,16,4
594,czwartek,19,Risotto,danie_główne,32,4
594,czwartek,19,Żywiec 0.5L,piwo,8,4
595,czwartek,19,Spaghetti Carbonara,danie_główne,26,9
595,czwartek,19,Żywiec 0.5L,piwo,8,9
596,czwartek,19,Pizza Margherita,danie_główne,28,10
596,czwartek,19,Żywiec 0.5L,piwo,8,10
596,czwartek,19,Risotto,danie_główne,32,10
597,czwartek,19,Burger Classic,danie_główne,24,14
597,czwartek,19,Heineken 0.33L,piwo,10,14
598,czwartek,19,Spaghetti Carbonara,danie_główne,26,8
598,czwartek,19,Woda mineralna,zimny_napój,5,8
599,czwartek,19,Burger Classic,danie_główne,24,15
599,czwartek,19,Żywiec 0.5L,piwo,8,15
600,czwartek,19,Sałatka Caesar,danie_główne,22,4
600,czwartek,19,Żywiec 0.5L,piwo,8,4
601,czwartek,19,Pizza Margherita,danie_główne,28,12
601,czwartek,19,Sok pomarańczowy,zimny_napój,8,12
602,czwartek,19,Sałatka Caesar,danie_główne,22,8
602,czwartek,19,Żywiec 0.5L,piwo,8,8
602,czwartek,19,Heineken 0.33L,piwo,10,8
603,czwartek,19,Zupa dnia,danie_główne,16,9
603,czwartek,19,Żywiec 0.5L,piwo,8,9
604,czwartek,19,Risotto,danie_główne,32,14
604,czwartek,19,Craft IPA 0.33L,piwo,14,14
605,czwartek,19,Quesadilla,danie_główne,20,6
605,czwartek,19,Sok pomarańczowy,zimny_napój,8,6
605,czwartek,19,Wrap z kurczakiem,danie_główne,18,6
606,czwartek,19,Quesadilla,danie_główne,20,12
606,czwartek,19,Sok pomarańczowy,zimny_napój,8,12
607,czwartek,19,Burger Classic,danie_główne,24,12
607,czwartek,19,Sok pomarańczowy,zimny_napój,8,12
607,czwartek,19,Wrap z kurczakiem,danie_główne,18,12
607,czwartek,19,Kotlet schabowy,danie_główne,30,12
608,czwartek,19,Burger Classic,danie_główne,24,14
608,czwartek,19,Quesadilla,danie_główne,20,14
608,czwartek,19,Żywiec 0.5L,piwo,8,14
608,czwartek,19,Kotlet schabowy,danie_główne,30,14
609,czwartek,19,Risotto,danie_główne,32,7
609,czwartek,19,Cola 0.33L,zimny_napój,7,7
610,czwartek,19,Sałatka Caesar,danie_główne,22,3
610,czwartek,19,Sałatka Caesar,danie_główne,22,3
611,czwartek,19,Wrap z kurczakiem,danie_główne,18,2
611,czwartek,19,Żywiec 0.5L,piwo,8,2
612,czwartek,19,Burger Classic,danie_główne,24,6
612,czwartek,19,Żywiec 0.5L,piwo,8,6
613,czwartek,19,Ryba z grilla,danie_główne,35,7
613,czwartek,19,Heineken 0.33L,piwo,10,7
614,czwartek,19,Quesadilla,danie_główne,20,16
614,czwartek,19,Herbata,gorący_napój,5,16
615,czwartek,19,Zupa dnia,danie_główne,16,4
615,czwartek,19,Woda mineralna,zimny_napój,5,4
616,czwartek,19,Burger Classic,danie_główne,24,8
616,czwartek,19,Sok pomarańczowy,zimny_napój,8,8
616,czwartek,19,Wrap z kurczakiem,danie_główne,18,8
617,czwartek,19,Burger Classic,danie_główne,24,7
617,czwartek,19,Żywiec 0.5L,piwo,8,7
618,czwartek,19,Ryba z grilla,danie_główne,35,8
618,czwartek,19,Sok pomarańczowy,zimny_napój,8,8
619,czwartek,19,Spaghetti Carbonara,danie_główne,26,10
620,czwartek,19,Ryba z grilla,danie_główne,35,8
621,czwartek,19,Kotlet schabowy,danie_główne,30,9
621,czwartek,19,Kawa espresso,gorący_napój,6,9
621,czwartek,19,Heineken 0.33L,piwo,10,9
622,czwartek,19,Zupa dnia,danie_główne,16,7
622,czwartek,19,Craft IPA 0.33L,piwo,14,7
623,czwartek,19,Pizza Margherita,danie_główne,28,6
623,czwartek,19,Sok pomarańczowy,zimny_napój,8,6
624,czwartek,19,Wrap z kurczakiem,danie_główne,18,10
624,czwartek,19,Heineken 0.33L,piwo,10,10
625,czwartek,19,Sałatka Caesar,danie_główne,22,6
625,czwartek,19,Cola 0.33L,zimny_napój,7,6
626,czwartek,19,Quesadilla,danie_główne,20,10
626,czwartek,19,Cola 0.33L,zimny_napój,7,10
627,czwartek,19,Kotlet schabowy,danie_główne,30,7
627,czwartek,19,Woda mineralna,zimny_napój,5,7
628,czwartek,19,Burger Classic,danie_główne,24,10
628,czwartek,19,Cola 0.33L,zimny_napój,7,10
629,czwartek,19,Spaghetti Carbonara,danie_główne,26,11
629,czwartek,19,Heineken 0.33L,piwo,10,11
630,czwartek,19,Zupa dnia,danie_główne,16,4
630,czwartek,19,Cola 0.33L,zimny_napój,7,4
631,czwartek,19,Spaghetti Carbonara,danie_główne,26,9
631,czwartek,19,Spaghetti Carbonara,danie_główne,26,9
632,czwartek,19,Sałatka Caesar,danie_główne,22,5
632,czwartek,19,Żywiec 0.5L,piwo,8,5
633,czwartek,19,Wrap z kurczakiem,danie_główne,18,7
634,czwartek,19,Pizza Margherita,danie_główne,28,3
634,czwartek,19,Woda mineralna,zimny_napój,5,3
634,czwartek,19,Sałatka Caesar,danie_główne,22,3
634,czwartek,19,Pizza Margherita,danie_główne,28,3
635,czwartek,19,Burger Classic,danie_główne,24,11
635,czwartek,19,Cola 0.33L,zimny_napój,7,11
635,czwartek,19,Sok pomarańczowy,zimny_napój,8,11
636,czwartek,20,Spaghetti Carbonara,danie_główne,26,9
636,czwartek,20,Cola 0.33L,zimny_napój,7,9
637,czwartek,20,Zupa dnia,danie_główne,16,9
637,czwartek,20,Heineken 0.33L,piwo,10,9
637,czwartek,20,Risotto,danie_główne,32,9
638,czwartek,20,Sałatka Caesar,danie_główne,22,8
638,czwartek,20,Woda mineralna,zimny_napój,5,8
639,czwartek,20,Kotlet schabowy,danie_główne,30,9
639,czwartek,20,Heineken 0.33L,piwo,10,9
640,czwartek,20,Risotto,danie_główne,32,7
640,czwartek,20,Żywiec 0.5L,piwo,8,7
641,czwartek,20,Kotlet schabowy,danie_główne,30,7
641,czwartek,20,Pizza Margherita,danie_główne,28,7
642,czwartek,20,Kotlet schabowy,danie_główne,30,14
642,czwartek,20,Żywiec 0.5L,piwo,8,14
643,czwartek,20,Ryba z grilla,danie_główne,35,11
643,czwartek,20,Heineken 0.33L,piwo,10,11
644,czwartek,20,Burger Classic,danie_główne,24,4
645,czwartek,20,Burger Classic,danie_główne,24,4
645,czwartek,20,Kawa espresso,gorący_napój,6,4
645,czwartek,20,Herbata,gorący_napój,5,4
646,czwartek,20,Wrap z kurczakiem,danie_główne,18,9
646,czwartek,20,Pizza Margherita,danie_główne,28,9
647,czwartek,20,Zupa dnia,danie_główne,16,4
647,czwartek,20,Żywiec 0.5L,piwo,8,4
648,czwartek,20,Pizza Margherita,danie_główne,28,9
648,czwartek,20,Craft IPA 0.33L,piwo,14,9
649,czwartek,20,Pizza Margherita,danie_główne,28,6
649,czwartek,20,Żywiec 0.5L,piwo,8,6
650,czwartek,20,Ryba z grilla,danie_główne,35,4
650,czwartek,20,Heineken 0.33L,piwo,10,4
651,czwartek,20,Burger Classic,danie_główne,24,4
651,czwartek,20,Heineken 0.33L,piwo,10,4
652,czwartek,20,Sałatka Caesar,danie_główne,22,5
652,czwartek,20,Kawa espresso,gorący_napój,6,5
652,czwartek,20,Żywiec 0.5L,piwo,8,5
652,czwartek,20,Cola 0.33L,zimny_napój,7,5
653,czwartek,20,Quesadilla,danie_główne,20,7
653,czwartek,20,Cola 0.33L,zimny_napój,7,7
654,czwartek,20,Pizza Margherita,danie_główne,28,9
654,czwartek,20,Cola 0.33L,zimny_napój,7,9
655,czwartek,20,Kotlet schabowy,danie_główne,30,8
655,czwartek,20,Kawa espresso,gorący_napój,6,8
656,czwartek,20,Zupa dnia,danie_główne,16,6
656,czwartek,20,Żywiec 0.5L,piwo,8,6
657,czwartek,20,Quesadilla,danie_główne,20,9
657,czwartek,20,Craft IPA 0.33L,piwo,14,9
657,czwartek,20,Sok pomarańczowy,zimny_napój,8,9
658,czwartek,20,Ryba z grilla,danie_główne,35,5
658,czwartek,20,Heineken 0.33L,piwo,10,5
659,czwartek,20,Spaghetti Carbonara,danie_główne,26,6
659,czwartek,20,Craft IPA 0.33L,piwo,14,6
659,czwartek,20,Cola 0.33L,zimny_napój,7,6
660,czwartek,20,Burger Classic,danie_główne,24,11
660,czwartek,20,Żywiec 0.5L,piwo,8,11
661,czwartek,20,Ryba z grilla,danie_główne,35,10
661,czwartek,20,Sok pomarańczowy,zimny_napój,8,10
661,czwartek,20,Woda mineralna,zimny_napój,5,10
662,czwartek,20,Quesadilla,danie_główne,20,5
662,czwartek,20,Herbata,gorący_napój,5,5
663,czwartek,20,Pizza Margherita,danie_główne,28,13
663,czwartek,20,Burger Classic,danie_główne,24,13
664,czwartek,20,Spaghetti Carbonara,danie_główne,26,10
664,czwartek,20,Herbata,gorący_napój,5,10
665,czwartek,20,Sałatka Caesar,danie_główne,22,7
666,czwartek,20,Sałatka Caesar,danie_główne,22,9
666,czwartek,20,Żywiec 0.5L,piwo,8,9
667,czwartek,20,Kotlet schabowy,danie_główne,30,7
667,czwartek,20,Woda mineralna,zimny_napój,5,7
668,czwartek,20,Burger Classic,danie_główne,24,7
668,czwartek,20,Cola 0.33L,zimny_napój,7,7
669,czwartek,20,Burger Classic,danie_główne,24,9
669,czwartek,20,Cola 0.33L,zimny_napój,7,9
670,czwartek,20,Risotto,danie_główne,32,9
670,czwartek,20,Cola 0.33L,zimny_napój,7,9
671,czwartek,20,Risotto,danie_główne,32,10
671,czwartek,20,Żywiec 0.5L,piwo,8,10
672,czwartek,20,Kotlet schabowy,danie_główne,30,8
672,czwartek,20,Cola 0.33L,zimny_napój,7,8
672,czwartek,20,Zupa dnia,danie_główne,16,8
673,czwartek,20,Kotlet schabowy,danie_główne,30,5
673,czwartek,20,Woda mineralna,zimny_napój,5,5
674,czwartek,20,Quesadilla,danie_główne,20,8
674,czwartek,20,Craft IPA 0.33L,piwo,14,8
674,czwartek,20,Kawa espresso,gorący_napój,6,8
674,czwartek,20,Woda mineralna,zimny_napój,5,8
675,czwartek,20,Sałatka Caesar,danie_główne,22,8
675,czwartek,20,Sok pomarańczowy,zimny_napój,8,8
676,czwartek,20,Quesadilla,danie_główne,20,8
676,czwartek,20,Quesadilla,danie_główne,20,8
677,czwartek,20,Spaghetti Carbonara,danie_główne,26,8
677,czwartek,20,Heineken 0.33L,piwo,10,8
678,czwartek,20,Sałatka Caesar,danie_główne,22,11
678,czwartek,20,Heineken 0.33L,piwo,10,11
679,czwartek,20,Pizza Margherita,danie_główne,28,11
679,czwartek,20,Craft IPA 0.33L,piwo,14,11
680,czwartek,20,Kotlet schabowy,danie_główne,30,6
680,czwartek,20,Żywiec 0.5L,piwo,8,6
681,czwartek,20,Burger Classic,danie_główne,24,8
681,czwartek,20,Żywiec 0.5L,piwo,8,8
682,czwartek,20,Wrap z kurczakiem,danie_główne,18,0
682,czwartek,20,Heineken 0.33L,piwo,10,0
683,czwartek,20,Kotlet schabowy,danie_główne,30,7
683,czwartek,20,Heineken 0.33L,piwo,10,7
683,czwartek,20,Ryba z grilla,danie_główne,35,7
684,czwartek,20,Zupa dnia,danie_główne,16,7
684,czwartek,20,Sok pomarańczowy,zimny_napój,8,7
685,czwartek,20,Pizza Margherita,danie_główne,28,4
685,czwartek,20,Cola 0.33L,zimny_napój,7,4
686,czwartek,20,Kotlet schabowy,danie_główne,30,7
686,czwartek,20,Burger Classic,danie_główne,24,7
687,czwartek,21,Burger Classic,danie_główne,24,8
687,czwartek,21,Craft IPA 0.33L,piwo,14,8
687,czwartek,21,Sok pomarańczowy,zimny_napój,8,8
688,czwartek,21,Sałatka Caesar,danie_główne,22,10
689,czwartek,21,Sałatka Caesar,danie_główne,22,6
689,czwartek,21,Cola 0.33L,zimny_napój,7,6
690,czwartek,21,Pizza Margherita,danie_główne,28,10
690,czwartek,21,Zupa dnia,danie_główne,16,10
691,czwartek,21,Pizza Margherita,danie_główne,28,7
692,czwartek,21,Burger Classic,danie_główne,24,8
692,czwartek,21,Kawa espresso,gorący_napój,6,8
693,czwartek,21,Zupa dnia,danie_główne,16,5
693,czwartek,21,Herbata,gorący_napój,5,5
694,czwartek,21,Risotto,danie_główne,32,7
